Vieta;Data;Laikas;Dalyviu skaicius;Zuvusiuju skaicius;Suzeistuju skaicius;Dalyvavusiu transporto priemoniu skaicius;Apgadintu transporto priemoniu skaicius;Kelio reiksme;Dangos rusis;Dangos bukle;Paros metas;Meteorologines salygos;Kelio kreive;Atitvarai (1-yra, 0-nera);Sankryzos tipas;Tikslesnes vietos aplinkybes;Eismo ivykio dalyvio kategorija;Lytis;Gimimo data;Neigalumas (1 - taip, 0 - ne);Saugos dirzas;Vairuotojo kvalifikacija;Stazas;Blaivumas
Vilniaus m. sav.;2015-10-08;16:06:00;1;0;1;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Apsiniauke;Vingiuota nuokalne;0;;;Automobilio vairuotojas;Vyras;1982-10-02;0;Uzsegtas;Atitinka;14;Blaivus
Vilniaus m. sav.;2015-10-11;07:06:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-08-25;0;Uzsegtas;Atitinka;3;Neblaivus
Vilniaus m. sav.;2015-10-12;17:19:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1991-05-22;0;Uzsegtas;Atitinka;5;Blaivus
Vilniaus m. sav.;2015-10-13;18:45:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1973-07-18;0;Uzsegtas;Atitinka;24;Blaivus
Vilniaus m. sav.;2015-10-14;11:47:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Isvaziavimas is kiemo, automobiliu stovejimo aiksteles ir pan;Automobilio vairuotojas;Vyras;1985-09-28;0;Uzsegtas;Atitinka;11;Blaivus
Vilniaus m. sav.;2015-10-14;15:06:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi ikalne;0;PRIE_SANKRYZOS;Tiltas, estakada, viadukas;Pesciasis;Vyras;1941-10-21;0;;;;Neblaivus
Vilniaus m. sav.;2015-10-15;16:49:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1987-12-27;0;Uzsegtas;Atitinka;7;Blaivus
Vilniaus m. sav.;2015-10-17;19:09:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesi nuokalne;0;;Pesciuju pereja;Pesciasis;Vyras;1955-10-23;0;;;;Neblaivus
Vilniaus m. sav.;2015-10-21;07:00:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1989-01-31;0;;Atitinka;3;Blaivus
Vilniaus m. sav.;2015-10-21;07:47:00;3;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1990-07-15;0;Uzsegtas;Atitinka;7;Blaivus
Vilniaus m. sav.;2015-10-21;17:30:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1980-03-03;0;Uzsegtas;Atitinka;13;Blaivus
Vilniaus m. sav.;2015-10-22;10:59:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1945-01-15;0;Uzsegtas;Atitinka;30;Blaivus
Vilniaus m. sav.;2015-10-24;14:18:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1978-12-29;0;Uzsegtas;Atitinka;15;Blaivus
Vilniaus m. sav.;2015-10-26;18:13:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;1;;;Automobilio vairuotojas;Moteris;1974-12-07;0;Uzsegtas;Atitinka;15;Blaivus
Vilniaus m. sav.;2015-10-27;07:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1942-09-12;0;Uzsegtas;Atitinka;40;Blaivus
Vilniaus m. sav.;2015-10-27;17:28:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Moteris;1982-04-20;0;Uzsegtas;Atitinka;8;Blaivus
Vilniaus m. sav.;2015-10-27;20:32:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1978-09-01;0;Uzsegtas;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-10-28;08:02:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi nuokalne;0;;Tiltas, estakada, viadukas;Automobilio vairuotojas;Vyras;1989-06-26;0;Uzsegtas;Atitinka;5;Blaivus
Vilniaus m. sav.;2015-10-28;13:00:00;4;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1962-05-23;0;Uzsegtas;Atitinka;28;Blaivus
Vilniaus m. sav.;2015-10-28;18:52:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1996-10-31;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Vilniaus m. sav.;2015-10-29;07:42:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1989-06-25;0;Uzsegtas;Atitinka;8;Blaivus
Vilniaus m. sav.;2015-10-29;13:41:00;2;0;1;1;0;;Grindinys;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1967-06-06;0;Uzsegtas;Atitinka;26;Blaivus
Vilniaus m. sav.;2015-10-30;16:59:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1955-02-28;0;;;;Neblaivus
Vilniaus m. sav.;2015-10-31;14:50:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Isvaziavimas is kiemo, automobiliu stovejimo aiksteles ir pan;Motociklo vairuotojas;Vyras;1977-05-04;0;;Atitinka;21;Blaivus
Vilniaus m. sav.;2015-11-02;07:40:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesi ikalne;0;PRIE_SANKRYZOS;;Pesciasis;Moteris;1942-04-23;0;;;;Blaivus
Vilniaus m. sav.;2015-11-02;08:44:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1983-06-24;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-11-02;10:59:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Horizontalus vingis;0;NEREGULIUOJAMA;;Pesciasis;Vyras;1934-01-02;0;;;;Blaivus
Vilniaus m. sav.;2015-11-02;16:20:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1951-08-21;0;Uzsegtas;Atitinka;45;Blaivus
Vilniaus m. sav.;2015-11-02;20:09:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;;;;;;;
Vilniaus m. sav.;2015-11-03;06:24:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1962-08-10;0;Uzsegtas;Atitinka;24;Blaivus
Vilniaus m. sav.;2015-11-03;07:31:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1975-05-06;0;Uzsegtas;Atitinka;9;Blaivus
Vilniaus m. sav.;2015-11-03;14:30:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;2005-07-08;0;;;;Blaivus
Vilniaus m. sav.;2015-11-03;15:50:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1986-07-02;0;;;;Blaivus
Vilniaus m. sav.;2015-11-03;19:26:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;2000-04-26;0;;;;Neblaivus
Vilniaus m. sav.;2015-11-04;14:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1953-04-30;0;Uzsegtas;Atitinka;30;Blaivus
Vilniaus m. sav.;2015-11-04;18:02:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Pesciasis;Vyras;1986-11-27;0;;;;Neblaivus
Vilniaus m. sav.;2015-11-06;18:12:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Pesciasis;Moteris;1977-07-20;0;;;;Blaivus
Vilniaus m. sav.;2015-11-06;22:18:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;;;;;;;
Vilniaus m. sav.;2015-11-07;14:01:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1982-08-05;0;Uzsegtas;Atitinka;6;Blaivus
Vilniaus m. sav.;2015-11-08;11:57:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Horizontalus vingis;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1953-02-03;0;Uzsegtas;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-11-08;17:36:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1977-02-02;0;Uzsegtas;Atitinka;20;Blaivus
Vilniaus m. sav.;2015-11-09;06:58:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1953-05-18;0;Uzsegtas;Atitinka;44;Blaivus
Vilniaus m. sav.;2015-11-10;06:33:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lijundra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1962-03-17;0;Uzsegtas;Atitinka;35;Neblaivus
Vilniaus m. sav.;2015-11-11;08:04:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1959-02-16;0;;Atitinka;20;Blaivus
Vilniaus m. sav.;2015-11-12;07:50:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Pesciasis;Moteris;1938-05-21;0;;;;Blaivus
Vilniaus m. sav.;2015-11-12;15:26:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-11-12;17:00:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Lietus;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1954-08-21;0;Uzsegtas;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-11-12;17:36:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1991-05-12;0;Uzsegtas;Atitinka;6;Blaivus
Vilniaus m. sav.;2015-11-13;07:50:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1949-01-26;0;Uzsegtas;Atitinka;19;Blaivus
Vilniaus m. sav.;2015-11-14;21:03:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lijundra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1997-06-03;0;Uzsegtas;Atitinka;0;Blaivus
Vilniaus m. sav.;2015-11-15;15:47:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1977-06-22;0;Uzsegtas;Atitinka;18;Blaivus
Vilniaus m. sav.;2015-11-16;07:22:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1991-01-07;0;Uzsegtas;Atitinka;6;Blaivus
Vilniaus m. sav.;2015-11-16;17:49:00;3;0;1;2;0;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;;;;;;;;
Vilniaus m. sav.;2015-11-17;06:56:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Pesciasis;Vyras;1953-09-09;0;;;;Blaivus
Vilniaus m. sav.;2015-11-17;15:21:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesi ikalne;0;;;Automobilio vairuotojas;Vyras;1996-05-28;0;Uzsegtas;Neturi teises vairuoti;0;Blaivus
Vilniaus m. sav.;2015-11-17;16:23:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Lietus;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1959-08-10;0;;;;Neblaivus
Vilniaus m. sav.;2015-11-17;17:54:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1983-11-14;0;Uzsegtas;Atitinka;13;Blaivus
Vilniaus m. sav.;2015-11-17;18:06:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1986-11-25;0;Uzsegtas;Atitinka;11;Blaivus
Vilniaus m. sav.;2015-11-18;08:45:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1982-04-25;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-11-18;11:29:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesi nuokalne;0;PRIE_SANKRYZOS;Pesciuju pereja;Automobilio vairuotojas;Vyras;1955-10-01;0;Uzsegtas;Atitinka;19;Blaivus
Vilniaus m. sav.;2015-11-19;10:21:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesi nuokalne;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1994-08-10;0;Uzsegtas;Atitinka;3;Blaivus
Vilniaus m. sav.;2015-11-20;06:53:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1983-08-21;0;Uzsegtas;Atitinka;13;Blaivus
Vilniaus m. sav.;2015-11-20;07:29:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1955-01-29;0;Uzsegtas;Atitinka;36;Blaivus
Vilniaus m. sav.;2015-11-20;14:02:00;5;0;1;4;4;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1970-09-07;0;Uzsegtas;Atitinka;22;Blaivus
Vilniaus m. sav.;2015-11-20;16:09:00;3;0;3;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1993-04-29;0;Uzsegtas;Atitinka;42;Blaivus
Vilniaus m. sav.;2015-11-20;19:01:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Pesciasis;Vyras;1981-04-07;0;;;;Neblaivus
Vilniaus m. sav.;2015-11-22;01:51:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesi ikalne;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1996-06-10;0;Uzsegtas;Atitinka;0;Blaivus
Vilniaus m. sav.;2015-11-22;16:18:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1966-03-06;0;Uzsegtas;Atitinka;24;Blaivus
Vilniaus m. sav.;2015-11-23;07:51:00;4;0;2;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1970-04-10;0;Uzsegtas;Atitinka;18;Blaivus
Vilniaus m. sav.;2015-11-23;14:44:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Kita teritorija;Pesciasis;Vyras;1969-02-17;0;;;;Blaivus
Vilniaus m. sav.;2015-11-23;16:13:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1970-09-29;0;;Atitinka;17;Blaivus
Vilniaus m. sav.;2015-11-24;20:01:00;3;0;3;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1997-09-17;0;;Atitinka;0;Blaivus
Vilniaus m. sav.;2015-11-25;08:39:00;4;0;4;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1968-08-04;0;;Atitinka;26;Blaivus
Vilniaus m. sav.;2015-11-25;18:16:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1956-01-01;0;Uzsegtas;Atitinka;33;Blaivus
Vilniaus m. sav.;2015-11-26;13:06:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;1957-01-14;0;Uzsegtas;Atitinka;40;Blaivus
Vilniaus m. sav.;2015-11-28;15:39:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1972-08-22;0;;Atitinka;25;Blaivus
Vilniaus m. sav.;2015-11-28;20:05:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1979-10-29;0;;;;Neblaivus
Vilniaus m. sav.;2015-11-30;06:09:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1968-06-21;0;;Atitinka;19;Blaivus
Vilniaus m. sav.;2015-11-30;19:18:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1984-04-27;0;;Atitinka;13;Blaivus
Vilniaus m. sav.;2015-11-30;21:25:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1970-06-11;0;;;;Neblaivus
Vilniaus m. sav.;2015-12-01;06:44:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lijundra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1990-07-06;0;Uzsegtas;Atitinka;4;Blaivus
Vilniaus m. sav.;2015-12-02;15:16:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;2002-02-28;0;;;;Blaivus
Vilniaus m. sav.;2015-12-02;19:02:00;4;0;2;2;2;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1948-05-08;0;Uzsegtas;Atitinka;33;Blaivus
Vilniaus m. sav.;2015-12-03;08:05:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1984-10-13;0;;;;Blaivus
Vilniaus m. sav.;2015-12-03;18:36:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1991-09-21;0;;Atitinka;2;Blaivus
Vilniaus m. sav.;2015-12-04;07:27:00;2;1;0;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Horizontalus vingis;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1967-05-17;0;;Atitinka;29;Blaivus
Vilniaus m. sav.;2015-12-04;12:55:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesi ikalne;0;;;Pesciasis;Vyras;1936-06-13;0;;;;Blaivus
Vilniaus m. sav.;2015-12-04;20:18:00;3;1;0;2;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Pesciasis;Vyras;1928-10-14;0;;;;Blaivus
Vilniaus m. sav.;2015-12-07;07:01:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;;;;;;;;
Vilniaus m. sav.;2015-12-07;09:00:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1997-02-15;0;;Atitinka;0;Blaivus
Vilniaus m. sav.;2015-12-08;07:47:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1955-10-08;0;;Atitinka;15;Blaivus
Vilniaus m. sav.;2015-12-09;06:31:00;2;1;0;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1936-02-08;0;;;;Blaivus
Vilniaus m. sav.;2015-12-09;07:34:00;3;0;1;2;0;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1983-12-12;0;Uzsegtas;Atitinka;5;Blaivus
Vilniaus m. sav.;2015-12-09;11:37:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Vyras;;0;Uzsegtas;Atitinka;1;Blaivus
Vilniaus m. sav.;2015-12-10;08:20:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Horizontalus vingis;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1985-08-16;0;Uzsegtas;Atitinka;12;Blaivus
Vilniaus m. sav.;2015-12-10;10:17:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1976-03-13;0;Uzsegtas;Atitinka;10;Blaivus
Vilniaus m. sav.;2015-12-10;12:50:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1955-08-05;0;Uzsegtas;Atitinka;20;Blaivus
Vilniaus m. sav.;2015-12-11;01:10:00;2;0;2;1;1;;Asfaltbetonis, cementbetonis;Apledejusi;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;1;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1986-11-29;0;Uzsegtas;Neturi teises vairuoti;;Neblaivus
