Vieta;Data;Laikas;Dalyviu skaicius;Zuvusiuju skaicius;Suzeistuju skaicius;Dalyvavusiu transporto priemoniu skaicius;Apgadintu transporto priemoniu skaicius;Kelio reiksme;Dangos rusis;Dangos bukle;Paros metas;Meteorologines salygos;Kelio kreive;Atitvarai (1-yra, 0-nera);Sankryzos tipas;Tikslesnes vietos aplinkybes;Eismo ivykio dalyvio kategorija;Lytis;Gimimo data;Neigalumas (1 - taip, 0 - ne);Saugos dirzas;Vairuotojo kvalifikacija;Stazas;Blaivumas
Radviliskio r. sav.;2015-07-10;08:30:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Traktoriaus vairuotojas;Vyras;1967-04-22;0;;Atitinka;2;Blaivus
Radviliskio r. sav.;2015-07-25;16:36:00;4;0;4;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1973-09-07;0;Neuzsegtas;Atitinka;10;Neblaivus
Radviliskio r. sav.;2015-08-03;13:20:00;1;0;1;1;1;;Be dangos;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1980-03-01;0;Uzsegtas;Atitinka;7;Blaivus
Radviliskio r. sav.;2015-08-04;17:05:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1960-03-24;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Radviliskio r. sav.;2015-08-10;21:30:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Horizontalus vingis;0;;Kita teritorija;Motociklo vairuotojas;Vyras;1987-09-07;0;;Neturi teises vairuoti;;Neblaivus
Radviliskio r. sav.;2015-08-17;12:20:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1935-05-07;0;Uzsegtas;Atitinka;46;Blaivus
Radviliskio r. sav.;2015-09-04;02:29:00;3;1;0;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;1;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1976-06-16;0;Uzsegtas;Atitinka;20;Neblaivus
Radviliskio r. sav.;2015-09-08;05:30:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Lietus;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1987-12-10;0;Uzsegtas;Atitinka;9;Blaivus
Radviliskio r. sav.;2015-10-04;15:19:00;7;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1970-04-08;0;Uzsegtas;Atitinka;21;Blaivus
Radviliskio r. sav.;2015-11-06;17:50:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1951-05-02;0;Uzsegtas;Atitinka;37;Blaivus
Radviliskio r. sav.;2015-11-22;18:25:00;5;0;1;2;1;;zvyrkelis;Apsnigta;Tamsus paros metas;Sniegas, krusa;Tiesus horizontalus ruozas;0;;;Vadeliotojas;Moteris;1969-11-23;0;;;;Neblaivus
Radviliskio r. sav.;2015-12-17;09:50:00;3;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Apledejusi;Diena;Rukas;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1990-10-01;0;;Atitinka;3;Blaivus
Radviliskio r. sav.;2015-12-18;20:15:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1957-12-09;0;;Atitinka;18;Blaivus
Radviliskio r. sav.;2015-12-21;12:40:00;3;1;0;1;0;;Be dangos;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1931-06-24;0;;;;Blaivus
Radviliskio r. sav.;2015-12-27;12:30:00;3;0;2;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1962-01-20;0;;Atitinka;35;Blaivus
Raseiniu r. sav.;2015-01-15;17:15:00;2;0;2;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1966-08-21;0;Uzsegtas;Atitinka;26;Blaivus
Raseiniu r. sav.;2015-01-22;07:33:00;1;0;1;1;1;Rajoniniai keliai;zvyrkelis;Apsnigta;Diena;Rukas;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1948-09-03;0;Uzsegtas;Atitinka;32;Blaivus
Raseiniu r. sav.;2015-03-21;09:38:09;2;0;1;1;1;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;1;;;Automobilio vairuotojas;Vyras;1983-04-06;0;Uzsegtas;Atitinka;6;Blaivus
Raseiniu r. sav.;2015-03-25;15:02:00;2;0;1;1;0;;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1977-01-13;0;Uzsegtas;Neturi teises vairuoti;;Neblaivus
Raseiniu r. sav.;2015-05-27;16:13:00;2;0;1;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;1;;;Automobilio vairuotojas;Vyras;1988-06-08;0;Uzsegtas;Atitinka;8;Blaivus
Raseiniu r. sav.;2015-06-14;01:00:00;2;0;1;1;1;;zvyrkelis;Sausa;Tamsus paros metas;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1991-11-17;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Raseiniu r. sav.;2015-06-20;14:25:00;3;0;2;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1965-06-25;0;Uzsegtas;Atitinka;8;Blaivus
Raseiniu r. sav.;2015-06-21;06:08:00;2;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesi ikalne;0;;;Pesciasis;Vyras;1996-02-06;0;;;;Neblaivus
Raseiniu r. sav.;2015-06-28;20:00:00;1;0;1;1;1;;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1992-11-09;0;Uzsegtas;Atitinka;3;Neblaivus
Raseiniu r. sav.;2015-08-04;13:07:00;4;1;2;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1970-04-11;0;Uzsegtas;Atitinka;27;Blaivus
Raseiniu r. sav.;2015-08-08;08:31:00;3;0;2;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1997-02-05;0;Uzsegtas;Atitinka;0;Blaivus
Raseiniu r. sav.;2015-08-22;17:42:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;2001-06-14;0;;;;Blaivus
Raseiniu r. sav.;2015-09-03;10:36:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1980-02-23;0;Uzsegtas;Atitinka;14;Blaivus
Raseiniu r. sav.;2015-09-05;21:30:00;1;0;1;1;;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Horizontalus vingis;0;;;Motociklo vairuotojas;Vyras;1982-10-05;0;;Neturi teises vairuoti;;Neblaivus
Raseiniu r. sav.;2015-09-20;11:28:00;1;0;1;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1994-06-24;0;Uzsegtas;Atitinka;1;Blaivus
Raseiniu r. sav.;2015-09-29;06:22:00;2;0;1;1;1;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1994-08-10;0;Uzsegtas;Atitinka;2;Blaivus
Raseiniu r. sav.;2015-10-07;09:47:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi nuokalne;0;NEREGULIUOJAMA;;Mopedo vairuotojas;Vyras;1957-02-16;0;;Atitinka;34;Blaivus
Raseiniu r. sav.;2015-10-09;17:15:00;3;0;1;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;1;;;Automobilio vairuotojas;Vyras;1986-04-02;0;Uzsegtas;Atitinka;11;Blaivus
Raseiniu r. sav.;2015-10-17;21:20:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Motociklo vairuotojas;Vyras;1986-02-02;0;;Atitinka;11;Neblaivus
Raseiniu r. sav.;2015-10-23;18:52:00;8;1;5;3;3;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1957-07-30;0;Uzsegtas;Atitinka;0;Blaivus
Raseiniu r. sav.;2015-10-29;09:00:00;3;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1988-08-09;0;Uzsegtas;Atitinka;7;Blaivus
Raseiniu r. sav.;2015-11-10;07:50:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1969-09-08;0;Uzsegtas;Atitinka;15;Blaivus
Raseiniu r. sav.;2015-11-21;10:21:00;2;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;;;;;;;
Raseiniu r. sav.;2015-11-22;16:30:00;3;0;2;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Apsnigta;Diena;Sniegas, krusa;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1959-07-30;0;Uzsegtas;Atitinka;20;Blaivus
Raseiniu r. sav.;2015-11-27;15:38:00;2;0;1;2;2;Rajoniniai keliai;Asfaltbetonis, cementbetonis;slapia;Sutemos (prieblanda);Giedra;Vingiuota ikalne;0;;;Automobilio vairuotojas;Vyras;1983-04-02;0;;Atitinka;14;Blaivus
Raseiniu r. sav.;2015-12-11;08:31:00;2;0;2;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Apledejusi;Diena;Apsiniauke;Tiesi ikalne;1;;;Automobilio vairuotojas;Moteris;1969-06-17;0;;Atitinka;16;Blaivus
Raseiniu r. sav.;2015-12-16;06:57:00;4;0;2;3;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1976-02-21;0;;Atitinka;4;Blaivus
Raseiniu r. sav.;2015-12-19;15:17:00;3;1;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Vingiuota nuokalne;0;;;Automobilio vairuotojas;Vyras;1989-08-13;0;;Atitinka;8;Blaivus
Raseiniu r. sav.;2015-12-20;14:59:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Rukas;Vingiuota nuokalne;0;;;Motociklo vairuotojas;Vyras;1974-02-03;0;;Neturi teises vairuoti;;Neblaivus
Raseiniu r. sav.;2015-12-27;17:15:00;4;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Apsnigta;Tamsus paros metas;Sniegas, krusa;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-11-28;0;;Atitinka;3;Blaivus
Rietavo sav.;2015-07-05;00:40:00;3;0;3;1;1;Rajoniniai keliai;zvyrkelis;slapia;Tamsus paros metas;Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1993-05-05;0;Neuzsegtas;Neturi teises vairuoti;;Neblaivus
Rietavo sav.;2015-08-23;13:05:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;1;;;Motociklo vairuotojas;Vyras;1976-03-03;0;;Atitinka;12;Blaivus
Rietavo sav.;2015-08-31;14:58:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Uztersta;Diena;Giedra;Horizontalus vingis;0;;;Motociklo vairuotojas;Vyras;1994-12-28;0;;Atitinka;2;Blaivus
Rietavo sav.;2015-09-14;07:50:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Moteris;1984-07-22;0;Uzsegtas;Atitinka;2;Neblaivus
Rietavo sav.;2015-09-17;17:05:00;4;0;1;3;3;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1964-07-02;0;Neuzsegtas;Atitinka;2;Neblaivus
Rietavo sav.;2015-11-23;08:00:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Apledejusi;Diena;Rukas;Tiesi ikalne;0;;;Automobilio vairuotojas;Vyras;1978-09-02;0;;Atitinka;10;Blaivus
Rokiskio r. sav.;2015-01-27;15:10:00;2;0;1;2;2;;zvyrkelis;Apledejusi;Diena;Giedra;Vingiuota ikalne;0;;;Automobilio vairuotojas;Vyras;1959-01-03;0;Neuzsegtas;Atitinka;35;Blaivus
Rokiskio r. sav.;2015-03-09;11:23:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Vingiuota ikalne;0;;;Automobilio vairuotojas;Vyras;1990-04-27;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
Rokiskio r. sav.;2015-03-20;21:33:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1983-11-01;0;Uzsegtas;Atitinka;14;Neblaivus
Rokiskio r. sav.;2015-04-28;22:51:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Motociklo vairuotojas;Vyras;1989-03-28;0;;Atitinka;1;Blaivus
Rokiskio r. sav.;2015-05-09;11:52:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1964-09-23;0;Uzsegtas;Atitinka;29;Blaivus
Rokiskio r. sav.;2015-05-22;17:16:00;3;0;3;2;2;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Giedra;Vingiuota ikalne;0;NEREGULIUOJAMA;Laukas;Automobilio vairuotojas;Vyras;1942-04-14;0;Uzsegtas;Atitinka;40;Blaivus
Rokiskio r. sav.;2015-05-26;20:58:00;4;0;2;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Horizontalus vingis;0;;Laukas;Automobilio vairuotojas;Vyras;1996-03-29;0;Uzsegtas;Atitinka;1;Blaivus
Rokiskio r. sav.;2015-05-28;20:37:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1996-12-02;0;Uzsegtas;Atitinka;1;Blaivus
Rokiskio r. sav.;2015-06-06;17:04:00;5;0;2;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Giedra;Vingiuota nuokalne;0;;Laukas;Automobilio vairuotojas;Vyras;1994-04-19;0;Uzsegtas;Atitinka;2;Blaivus
Rokiskio r. sav.;2015-06-08;13:06:00;3;1;2;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1971-10-27;0;Neuzsegtas;Neturi teises vairuoti;13;Neblaivus
Rokiskio r. sav.;2015-07-09;11:19:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1977-09-12;0;Uzsegtas;Atitinka;16;Blaivus
Rokiskio r. sav.;2015-08-11;11:55:00;2;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi nuokalne;0;;;Automobilio vairuotojas;Moteris;1992-08-19;0;Uzsegtas;Atitinka;0;Blaivus
Rokiskio r. sav.;2015-09-19;17:49:00;1;1;0;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Giedra;Tiesi nuokalne;0;;;Automobilio vairuotojas;Vyras;1960-05-02;0;Neuzsegtas;Atitinka;21;Blaivus
Rokiskio r. sav.;2015-09-21;15:05:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Horizontalus vingis;0;;Kita teritorija;Dviracio vairuotojas;Moteris;1973-06-10;0;;;;Neblaivus
Rokiskio r. sav.;2015-09-30;17:54:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1992-08-04;0;Uzsegtas;Atitinka;1;Blaivus
Rokiskio r. sav.;2015-10-08;09:53:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1965-09-19;0;Uzsegtas;Atitinka;20;Blaivus
Rokiskio r. sav.;2015-10-23;19:00:00;2;0;2;2;2;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1961-08-20;0;Uzsegtas;Atitinka;9;Blaivus
Rokiskio r. sav.;2015-10-27;12:35:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Kita teritorija;Automobilio vairuotojas;Vyras;1948-02-08;0;Uzsegtas;Atitinka;35;Blaivus
Rokiskio r. sav.;2015-11-30;11:52:00;1;0;1;1;1;Rajoniniai keliai;zvyrkelis;slapia;Diena;Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1972-06-18;0;;Atitinka;25;Blaivus
Rokiskio r. sav.;2015-12-26;00:08:00;5;0;2;3;3;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1987-07-05;0;;Atitinka;2;Blaivus
Skuodo r. sav.;2015-01-08;12:20:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Apsnigta;Diena;Sniegas, krusa;Horizontalus vingis;0;;Tiltas, estakada, viadukas;Automobilio vairuotojas;Moteris;1974-01-21;0;Uzsegtas;Atitinka;8;Blaivus
Skuodo r. sav.;2015-01-19;23:30:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-04-22;0;;Atitinka;2;Blaivus
Skuodo r. sav.;2015-03-04;20:39:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-05-30;0;Uzsegtas;Atitinka;4;Blaivus
Skuodo r. sav.;2015-04-06;15:17:00;3;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Keturracio motociklo vairuotojas;Vyras;1976-08-28;0;;Atitinka;17;Blaivus
Skuodo r. sav.;2015-05-29;19:10:00;2;0;1;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Giedra;Vingiuota nuokalne;0;;;Automobilio vairuotojas;Moteris;1957-11-21;0;Uzsegtas;Atitinka;10;Blaivus
Skuodo r. sav.;2015-06-02;11:56:00;2;0;2;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1961-05-22;0;Uzsegtas;Atitinka;25;Blaivus
Skuodo r. sav.;2015-06-30;16:40:00;2;0;1;1;1;Rajoniniai keliai;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1985-12-13;0;Neuzsegtas;Neturi teises vairuoti;;Blaivus
Skuodo r. sav.;2015-07-19;15:13:00;2;0;1;2;2;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1992-06-14;0;Uzsegtas;Atitinka;5;Blaivus
Skuodo r. sav.;2015-07-26;23:00:00;4;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1996-03-22;0;Uzsegtas;Atitinka;0;Blaivus
Skuodo r. sav.;2015-08-07;20:56:00;5;0;1;2;2;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1963-05-20;0;Uzsegtas;Atitinka;26;Blaivus
Skuodo r. sav.;2015-09-04;15:59:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Moteris;1963-04-05;0;Uzsegtas;Atitinka;26;Blaivus
Skuodo r. sav.;2015-11-05;23:00:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1995-06-05;0;Uzsegtas;Neturi teises vairuoti;;Neblaivus
sakiu r. sav.;2015-01-15;11:40:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Apledejusi;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1961-12-04;0;Uzsegtas;Atitinka;35;Blaivus
sakiu r. sav.;2015-01-23;11:54:00;3;0;2;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Apsnigta;Diena;Sniegas, krusa;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1992-02-22;0;Uzsegtas;Atitinka;1;Blaivus
sakiu r. sav.;2015-02-09;07:42:00;20;0;20;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Apledejusi;Diena;Sniegas, krusa;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1964-01-22;0;Uzsegtas;Atitinka;30;Blaivus
sakiu r. sav.;2015-03-15;20:04:00;2;0;2;1;1;Vietiniai keliai;zvyrkelis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1970-03-10;0;Neuzsegtas;Atitinka;3;Neblaivus
sakiu r. sav.;2015-05-15;16:15:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;;;Motociklo vairuotojas;Vyras;1983-02-12;0;;Atitinka;5;Blaivus
sakiu r. sav.;2015-05-24;02:30:00;3;0;2;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1997-05-10;0;Uzsegtas;Atitinka;0;Blaivus
sakiu r. sav.;2015-06-05;14:30:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1968-12-24;0;Uzsegtas;Atitinka;28;Blaivus
sakiu r. sav.;2015-06-16;07:30:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1932-05-08;0;Uzsegtas;Atitinka;39;Blaivus
sakiu r. sav.;2015-06-18;10:24:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1942-08-10;0;Uzsegtas;Atitinka;52;Blaivus
sakiu r. sav.;2015-07-19;13:35:00;2;0;1;2;2;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Motociklo vairuotojas;Vyras;1983-06-05;0;;Neturi teises vairuoti;;Neblaivus
sakiu r. sav.;2015-08-22;10:49:00;3;0;3;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1962-03-07;0;Uzsegtas;Atitinka;16;Blaivus
sakiu r. sav.;2015-10-15;17:50:00;1;1;0;1;1;Vietiniai keliai;zvyrkelis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1956-07-18;0;Neuzsegtas;Atitinka;37;Blaivus
sakiu r. sav.;2015-10-21;08:15:00;2;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Keleivinio transporto sustojimo vieta;Pesciasis;Moteris;1942-12-27;0;;;;Blaivus
sakiu r. sav.;2015-10-25;15:13:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1989-01-25;0;Uzsegtas;Atitinka;8;Blaivus
sakiu r. sav.;2015-10-26;07:35:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesi ikalne;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1954-12-15;0;Uzsegtas;Atitinka;27;Blaivus
